title,country_association,university_association,Originality,Method,Credibility,Understandability,Relevance,Quality of Citations,Linguistic style and soundness of grammar,Overall score
CP_paper_87,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,6,8,8
CP_paper_87,Egypt,Cairo University,8,7,9,6,7,8,7,7.5
CP_paper_87,Egypt,Alexandria University,8,9,7,6,8,7,8,7.5
CP_paper_87,Egypt,Zagazig University,8,9,7,6,9,7,8,7.75
CP_paper_87,Australia,The University of Melbourne,8,9,7,8,9,8,8,8.1
CP_paper_87,Australia,The University of Adelaide,8,9,7,6,8,7,8,7.5
CP_paper_87,Australia,Queensland University of Technology (QUT),8,9,8,7,9,8,8,8.0
CP_paper_87,Germany,Technical University of Munich,8,9,7,6,8,7,8,7.5
CP_paper_87,Germany,University of Potsdam,8,9,7,7,8,6,8,7.5
CP_paper_87,Germany,Leibniz University Hannover,8,9,7,7,8,6,8,7.5
CP_paper_87,South Africa,University of Cape Town,9,8,8,7,9,7,8,8
CP_paper_87,South Africa,University of South Africa,8,9,7,6,8,7,8,7.5
CP_paper_87,South Africa,University of the Free State,8,9,7,6,9,8,8,8
AP_paper_19,Switzerland,ETH Zurich,9,8,7,6,8,8,8,7.67
AP_paper_19,Switzerland,University of Lausanne,9,8,7,6,8,7,8,7.5
AP_paper_19,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,7,8,7,7.5
AP_paper_19,England,University of Cambridge,8,7,9,6,8,8,7,7.5
AP_paper_19,England,University of Dundee,9,8,7,6,8,7,8,7.5
AP_paper_19,England,University of Wolverhampton,8,7,9,6,8,8,7,7.5
AP_paper_19,China,Peking University,8,7,9,6,8,8,7,7.57
AP_paper_19,China,Dalian University of Technology,8,7,9,6,8,7,8,7.5
AP_paper_19,China,China University of Mining and Technology,8,7,8,6,7,7,6,7
AP_paper_19,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,8,7,7,7.5
AP_paper_19,India,University of Delhi,8,7,9,6,8,7,8,7.5
AP_paper_19,India,Indian Institute of Technology Hyderabad (IITH),8,9,9,7,8,8,8,8
AP_paper_19,Iran,Sharif University of Technology,8,7,6,5,7,6,7,6.5
AP_paper_19,Iran,Shiraz University,8,9,7,6,8,7,8,7
AP_paper_19,Iran,Ferdowsi University of Mashhad,8,7,6,5,7,6,7,6
AP_paper_19,USA,Massachusetts Institute of Technology,8,7,9,6,8,8,7,7.5
AP_paper_19,USA,University of Houston,9,8,7,6,8,7,7,7.5
AP_paper_19,USA,Western Washington University,8,7,8,6,7,7,8,7
AP_paper_19,Brazil,University of Sao Paulo,8,9,9,7,8,8,8,8
AP_paper_19,Brazil,Universidade de Brasília,8,9,7,6,9,8,7,7.7
AP_paper_19,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,6,8,7,7,7.5
AP_paper_19,Egypt,Cairo University,8,9,7,6,9,8,7,7.75
AP_paper_19,Egypt,Alexandria University,7,8,8,6,7,7,6,7
AP_paper_19,Egypt,Zagazig University,7,8,8,6,7,8,7,7.25
AP_paper_19,Australia,The University of Melbourne,9,8,8,7,9,8,8,8
AP_paper_19,Australia,The University of Adelaide,8,9,7,6,8,8,7,7.5
AP_paper_19,Australia,Queensland University of Technology (QUT),8,9,9,7,8,9,8,8.0
AP_paper_19,Germany,Technical University of Munich,8,7,9,6,7,8,8,7.5
AP_paper_19,Germany,University of Potsdam,8,7,9,6,7,8,7,7.5
AP_paper_19,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7.5
AP_paper_19,South Africa,University of Cape Town,8,9,7,6,8,8,7,7.5
AP_paper_19,South Africa,University of South Africa,8,7,9,6,7,8,7,7.5
AP_paper_19,South Africa,University of the Free State,8,7,8,6,8,7,7,7.285
EM_paper_131,Switzerland,ETH Zurich,8,9,9,7,8,8,8,8.0
EM_paper_131,Switzerland,University of Lausanne,8,9,9,7,8,9,8,8.0
EM_paper_131,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,10,7,9,9,8,8.5
EM_paper_131,England,University of Cambridge,8,7,9,6,8,7,8,7.5
EM_paper_131,England,University of Dundee,8,9,7,6,9,8,7,7.75
EM_paper_131,England,University of Wolverhampton,8,7,9,6,8,7,8,7.5
EM_paper_131,China,Peking University,8,9,8,7,9,8,8,8.0
EM_paper_131,China,Dalian University of Technology,8,9,7,6,9,8,8,8
EM_paper_131,China,China University of Mining and Technology,8,7,7,8,9,7,8,7.75
EM_paper_131,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,8,8,7,7.5
EM_paper_131,India,University of Delhi,8,9,7,6,8,7,7,7.5
EM_paper_131,India,Indian Institute of Technology Hyderabad (IITH),8,9,8,7,9,7,8,8
EM_paper_131,Iran,Sharif University of Technology,8,7,9,6,8,7,8,7.5
EM_paper_131,Iran,Shiraz University,8,9,8,7,9,8,7,8
EM_paper_131,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,8,7,8
EM_paper_131,USA,Massachusetts Institute of Technology,8,9,8,7,9,8,8,8
EM_paper_131,USA,University of Houston,8,9,9,7,8,9,8,8
EM_paper_131,USA,Western Washington University,8,9,7,6,8,7,8,7.5
EM_paper_131,Brazil,University of Sao Paulo,8,9,7,6,8,8,7,7.5
EM_paper_131,Brazil,Universidade de Brasília,8,9,7,8,9,8,7,8.0
EM_paper_131,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,8,7,9,8,8,8.0
EM_paper_131,Egypt,Cairo University,8,7,9,6,8,7,8,7
EM_paper_131,Egypt,Alexandria University,8,7,7,6,8,7,7,7
EM_paper_131,Egypt,Zagazig University,8,9,7,6,9,8,7,7.75
EM_paper_131,Australia,The University of Melbourne,8,7,9,6,8,8,7,7.5
EM_paper_131,Australia,The University of Adelaide,8,9,8,7,9,8,8,8
EM_paper_131,Australia,Queensland University of Technology (QUT),8,9,7,6,7,8,8,7.5
EM_paper_131,Germany,Technical University of Munich,8,9,7,6,9,8,7,7.75
EM_paper_131,Germany,University of Potsdam,8,7,9,6,8,8,7,7.5
EM_paper_131,Germany,Leibniz University Hannover,8,9,9,7,8,9,8,8
EM_paper_131,South Africa,University of Cape Town,8,9,7,6,9,8,7,8
EM_paper_131,South Africa,University of South Africa,8,9,7,6,8,7,7,7.5
EM_paper_131,South Africa,University of the Free State,8,7,9,6,9,7,8,7.75
AT_paper_19,Switzerland,ETH Zurich,8,9,7,6,8,7,8,7.5
AT_paper_19,Switzerland,University of Lausanne,8,9,9,7,8,8,8,8.0
AT_paper_19,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,8,7,8,7.5
AT_paper_19,England,University of Cambridge,8,6,9,5,7,7,8,7
AT_paper_19,England,University of Dundee,8,9,7,6,8,7,8,7.5
AT_paper_19,England,University of Wolverhampton,7,8,9,6,8,7,7,7.5
AT_paper_19,China,Peking University,8,7,9,6,8,7,8,7.5
AT_paper_19,China,Dalian University of Technology,8,9,7,6,8,7,7,7.5
AT_paper_19,China,China University of Mining and Technology,7,8,8,6,7,7,8,7.25
AT_paper_19,India,Indian Institute of Technology Bombay (IITB),7,8,9,6,8,7,8,7.5
AT_paper_19,India,University of Delhi,8,7,9,6,8,7,8,7.5
AT_paper_19,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,8,7.5
AT_paper_19,Iran,Sharif University of Technology,7,8,9,6,7,8,7,7.5
AT_paper_19,Iran,Shiraz University,7,8,9,6,8,8,7,7.5
AT_paper_19,Iran,Ferdowsi University of Mashhad,7,8,9,6,7,8,8,7.5
AT_paper_19,USA,Massachusetts Institute of Technology,8,9,9,7,8,9,8,8.3
AT_paper_19,USA,University of Houston,7,8,9,6,7,8,8,7.5
AT_paper_19,USA,Western Washington University,8,9,7,6,8,7,8,7.5
AT_paper_19,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
AT_paper_19,Brazil,Universidade de Brasília,7,8,9,6,8,8,7,7.5
AT_paper_19,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,6,8,7,8,7.5
AT_paper_19,Egypt,Cairo University,8,7,9,6,8,7,8,7.5
AT_paper_19,Egypt,Alexandria University,8,7,9,6,8,7,8,7.5
AT_paper_19,Egypt,Zagazig University,8,9,7,6,8,7,7,7.5
AT_paper_19,Australia,The University of Melbourne,9,8,7,6,8,7,8,7.5
AT_paper_19,Australia,The University of Adelaide,8,7,9,6,8,7,8,7.5
AT_paper_19,Australia,Queensland University of Technology (QUT),8,9,9,7,8,9,8,8.25
AT_paper_19,Germany,Technical University of Munich,8,9,7,6,7,8,8,7.5
AT_paper_19,Germany,University of Potsdam,8,9,7,6,8,7,8,7.5
AT_paper_19,Germany,Leibniz University Hannover,8,7,9,6,8,7,8,7.5
AT_paper_19,South Africa,University of Cape Town,8,7,9,6,8,7,8,7.5
AT_paper_19,South Africa,University of South Africa,8,9,7,6,8,7,8,7.5
AT_paper_19,South Africa,University of the Free State,8,7,6,5,9,7,8,7
AP_paper_35,Switzerland,ETH Zurich,8,9,9,7,9,8,8,8.25
AP_paper_35,Switzerland,University of Lausanne,8,9,7,6,8,9,8,7.75
AP_paper_35,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,6,8,9,8,8
AP_paper_35,England,University of Cambridge,9,8,7,6,8,8,8,8
AP_paper_35,England,University of Dundee,8,9,7,6,8,7,8,7.5
AP_paper_35,England,University of Wolverhampton,7,8,9,6,8,8,7,7.5
AP_paper_35,China,Peking University,8,9,8,7,9,8,8,8.1
AP_paper_35,China,Dalian University of Technology,9,8,7,6,8,7,8,7.5
AP_paper_35,China,China University of Mining and Technology,8,7,6,5,9,8,7,7.125
AP_paper_35,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,8,9,8,8
AP_paper_35,India,University of Delhi,8,9,7,6,8,9,8,8
AP_paper_35,India,Indian Institute of Technology Hyderabad (IITH),8,9,9,7,8,9,8,8.5
AP_paper_35,Iran,Sharif University of Technology,7,8,9,6,8,7,6,7
AP_paper_35,Iran,Shiraz University,9,8,7,6,9,8,7,7.6
AP_paper_35,Iran,Ferdowsi University of Mashhad,8,9,7,6,7,8,8,7.5
AP_paper_35,USA,Massachusetts Institute of Technology,9,8,9,7,8,9,8,8.25
AP_paper_35,USA,University of Houston,8,9,7,6,8,8,7,7.5
AP_paper_35,USA,Western Washington University,7,8,9,6,8,8,7,7.5
AP_paper_35,Brazil,University of Sao Paulo,8,9,9,7,8,8,8,8
AP_paper_35,Brazil,Universidade de Brasília,9,8,7,6,8,9,8,8
AP_paper_35,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,8,7,8,7.5
AP_paper_35,Egypt,Cairo University,8,7,9,6,8,8,7,7.5
AP_paper_35,Egypt,Alexandria University,8,9,7,6,8,7,8,7.5
AP_paper_35,Egypt,Zagazig University,8,9,7,6,8,8,7,7.5
AP_paper_35,Australia,The University of Melbourne,9,8,9,6,8,9,7,8
AP_paper_35,Australia,The University of Adelaide,8,9,7,6,8,9,8,7.83
AP_paper_35,Australia,Queensland University of Technology (QUT),8,7,9,6,8,9,8,7.75
AP_paper_35,Germany,Technical University of Munich,9,8,9,7,8,8,9,8.0
AP_paper_35,Germany,University of Potsdam,8,9,9,7,8,8,8,8
AP_paper_35,Germany,Leibniz University Hannover,7,9,8,6,8,9,8,7.7
AP_paper_35,South Africa,University of Cape Town,8,9,9,7,8,9,8,8.0
AP_paper_35,South Africa,University of South Africa,8,9,7,6,8,9,8,7.875
AP_paper_35,South Africa,University of the Free State,8,7,9,6,8,8,7,7.5
AT_paper_58,Switzerland,ETH Zurich,8,9,9,7,8,9,8,8.2
AT_paper_58,Switzerland,University of Lausanne,8,9,7,6,8,7,8,7.5
AT_paper_58,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,8,9,9,8.5
AT_paper_58,England,University of Cambridge,9,8,9,7,8,8,9,8.3
AT_paper_58,England,University of Dundee,8,9,7,6,8,8,9,7
AT_paper_58,England,University of Wolverhampton,8,7,9,6,8,8,7,7.5
AT_paper_58,China,Peking University,8,7,9,6,8,8,7,7.5
AT_paper_58,China,Dalian University of Technology,8,7,9,6,8,8,7,7.5
AT_paper_58,China,China University of Mining and Technology,8,7,9,6,8,7,8,7.5
AT_paper_58,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,7,8,8,7.5
AT_paper_58,India,University of Delhi,7,8,9,6,7,8,8,7.5
AT_paper_58,India,Indian Institute of Technology Hyderabad (IITH),8,7,9,6,8,9,7,7.67
AT_paper_58,Iran,Sharif University of Technology,8,7,7,6,8,7,8,7.3
AT_paper_58,Iran,Shiraz University,8,7,7,6,8,7,7,7.125
AT_paper_58,Iran,Ferdowsi University of Mashhad,8,7,9,6,8,7,8,7.5
AT_paper_58,USA,Massachusetts Institute of Technology,9,8,9,7,8,9,8,8.25
AT_paper_58,USA,University of Houston,8,9,7,6,8,7,8,7.5
AT_paper_58,USA,Western Washington University,8,7,9,6,8,9,7,7
AT_paper_58,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
AT_paper_58,Brazil,Universidade de Brasília,8,7,9,6,8,9,7,7.5
AT_paper_58,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,8,8
AT_paper_58,Egypt,Cairo University,8,9,7,6,8,7,8,7.5
AT_paper_58,Egypt,Alexandria University,8,7,9,6,7,8,7,7.5
AT_paper_58,Egypt,Zagazig University,8,7,6,5,7,6,6,6.5
AT_paper_58,Australia,The University of Melbourne,9,8,7,6,8,7,8,7.5
AT_paper_58,Australia,The University of Adelaide,8,9,7,6,8,8,7,7.5
AT_paper_58,Australia,Queensland University of Technology (QUT),7,8,9,6,8,9,7,7.5
AT_paper_58,Germany,Technical University of Munich,8,9,7,6,8,7,8,7.5
AT_paper_58,Germany,University of Potsdam,8,7,9,6,8,7,8,7.5
AT_paper_58,Germany,Leibniz University Hannover,8,9,7,6,8,8,9,8
AT_paper_58,South Africa,University of Cape Town,7,8,9,6,7,8,8,7.5
AT_paper_58,South Africa,University of South Africa,7,8,9,6,7,8,8,7.5
AT_paper_58,South Africa,University of the Free State,8,7,9,6,8,8,7,7.5
AP_paper_15,Switzerland,ETH Zurich,9,8,8,7,9,8,9,8.0
AP_paper_15,Switzerland,University of Lausanne,8,9,7,8,9,8,9,8
AP_paper_15,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,8,8,9,8.0
AP_paper_15,England,University of Cambridge,9,8,8,7,9,8,9,8.25
AP_paper_15,England,University of Dundee,9,8,7,8,9,8,8,8
AP_paper_15,England,University of Wolverhampton,8,9,7,8,9,8,8,8.0
AP_paper_15,China,Peking University,8,9,7,9,8,8,8,8.0
AP_paper_15,China,Dalian University of Technology,7,9,8,8,9,7,8,8
AP_paper_15,China,China University of Mining and Technology,8,9,7,7,8,8,8,7.88
AP_paper_15,India,Indian Institute of Technology Bombay (IITB),8,9,7,9,8,8,8,8.0
AP_paper_15,India,University of Delhi,8,9,7,8,9,7,8,8.0
AP_paper_15,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,8,9,7,8,8
AP_paper_15,Iran,Sharif University of Technology,8,9,7,8,9,6,8,8
AP_paper_15,Iran,Shiraz University,8,9,7,7,9,8,8,8
AP_paper_15,Iran,Ferdowsi University of Mashhad,9,8,7,8,9,7,8,8
AP_paper_15,USA,Massachusetts Institute of Technology,8,7,9,8,8,8,9,8.0
AP_paper_15,USA,University of Houston,8,9,7,7,9,8,8,8
AP_paper_15,USA,Western Washington University,8,9,8,7,9,7,8,8
AP_paper_15,Brazil,University of Sao Paulo,8,9,7,8,9,7,8,8
AP_paper_15,Brazil,Universidade de Brasília,8,9,7,8,8,7,8,8
AP_paper_15,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,8,8,8.0
AP_paper_15,Egypt,Cairo University,8,9,7,8,9,8,8,8.0
AP_paper_15,Egypt,Alexandria University,8,9,7,8,9,8,7,8
AP_paper_15,Egypt,Zagazig University,8,9,7,8,9,7,8,8
AP_paper_15,Australia,The University of Melbourne,9,8,7,8,9,8,9,8
AP_paper_15,Australia,The University of Adelaide,8,9,7,8,9,8,9,8.0
AP_paper_15,Australia,Queensland University of Technology (QUT),9,8,7,8,9,8,9,8.0
AP_paper_15,Germany,Technical University of Munich,8,9,9,7,8,8,9,8
AP_paper_15,Germany,University of Potsdam,8,9,8,8,9,7,8,8
AP_paper_15,Germany,Leibniz University Hannover,9,8,7,8,9,8,9,8.25
AP_paper_15,South Africa,University of Cape Town,8,9,7,8,9,8,8,8.0
AP_paper_15,South Africa,University of South Africa,8,9,7,8,9,8,9,8
AP_paper_15,South Africa,University of the Free State,8,9,7,8,9,7,8,8.
AT_paper_111,Switzerland,ETH Zurich,8,9,10,7,9,8,8,8.5
AT_paper_111,Switzerland,University of Lausanne,8,7,9,6,8,8,7,7.5
AT_paper_111,Switzerland,Zurich University of Applied Sciences (ZHAW),7,8,9,6,8,7,8,7.5
AT_paper_111,England,University of Cambridge,8,9,9,7,8,9,8,8.0
AT_paper_111,England,University of Dundee,8,7,9,6,8,7,8,7.5
AT_paper_111,England,University of Wolverhampton,7,8,9,6,7,8,7,7.5
AT_paper_111,China,Peking University,8,7,9,6,8,7,8,7.5
AT_paper_111,China,Dalian University of Technology,8,7,8,6,7,7,7,7.125
AT_paper_111,China,China University of Mining and Technology,8,7,6,7,8,7,7,7.1
AT_paper_111,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,8,7,7,7.5
AT_paper_111,India,University of Delhi,,,,,,,,
AT_paper_111,India,Indian Institute of Technology Hyderabad (IITH),,,,,,,,
AT_paper_111,Iran,Sharif University of Technology,,,,,,,,
AT_paper_111,Iran,Shiraz University,,,,,,,,
AT_paper_111,Iran,Ferdowsi University of Mashhad,8,7,6,6,7,6,7,6.5
AT_paper_111,USA,Massachusetts Institute of Technology,8,9,9,7,8,8,8,8
AT_paper_111,USA,University of Houston,8,7,9,6,8,8,7,7.5
AT_paper_111,USA,Western Washington University,9,8,7,6,8,8,7,7.5
AT_paper_111,Brazil,University of Sao Paulo,8,7,9,6,8,7,8,7.5
AT_paper_111,Brazil,Universidade de Brasília,8,7,6,5,9,6,7,7
AT_paper_111,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,6,7,8,7,7.5
AT_paper_111,Egypt,Cairo University,8,7,9,6,7,8,7,7.5
AT_paper_111,Egypt,Alexandria University,7,8,9,6,8,7,7,7.5
AT_paper_111,Egypt,Zagazig University,8,9,7,6,8,7,8,7.5
AT_paper_111,Australia,The University of Melbourne,8,7,9,6,7,8,8,7.5
AT_paper_111,Australia,The University of Adelaide,8,7,9,6,8,8,7,7.5
AT_paper_111,Australia,Queensland University of Technology (QUT),8,7,9,6,8,7,7,7.5
AT_paper_111,Germany,Technical University of Munich,8,7,9,6,8,9,8,7.86
AT_paper_111,Germany,University of Potsdam,8,7,9,6,8,8,7,7.5
AT_paper_111,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7.5
AT_paper_111,South Africa,University of Cape Town,7,8,9,6,7,8,8,7.5
AT_paper_111,South Africa,University of South Africa,8,7,6,5,8,7,7,7
AT_paper_111,South Africa,University of the Free State,8,7,9,6,8,7,8,7.5
